donor,announcement_date,source_reported_value,reporting_currency,aid_type_general,aid_type_specific,measure,explanation
Slovenia,26.02.22,163.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below."
Slovenia,26.02.22,163.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below."
Slovenia,26.02.22,163.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below."
Slovenia,26.02.22,163.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below."
Slovenia,26.02.22,400.000,EUR,Humanitarian,Equipment,Allocation,"Contribution to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), 200,000 of which is to the Ukraine Humanitarian Fund, according to the Financial Tracking Service of UN OCHA and the rest to the OCHA itself for coordinating tasks"
Slovenia,26.02.22,400.000,EUR,Humanitarian,Equipment,Allocation,"Contribution to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR)"
Slovenia,26.02.22,200.000,EUR,Humanitarian,Equipment,Allocation,"Contribution to Caritas Internationalis (200,000 EUR)"
Slovenia,27.02.22,100.000,EUR,Humanitarian,Contribution,Allocation,Humanitarian contribution of 100.000 EUR to the International Committee of the Red Cross in Ukraine. 
Slovenia,06.04.22,1.640.000,EUR,Humanitarian,Consolidation,Allocation,"1.64 million EUR in assistance to Ukraine and neighboring countries. No further information about this flow has been disclosed. Since we cannot disentangle the assistance directed to Ukraine from the one directed to neighboring countries, we apply our ""upper bound rule"" and include this value in our dataset to avoid underestimating the true extent of assistance to Ukraine. Moreover, the 40 tons of necessity mentioned in SIH1 are likely part of the 1.64 million EUR. We don't substract the 40 tons  from 1.64 million EUR because we don't have any monetary value for SIH1."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,29.04.22,180.000,EUR,Humanitarian,Equipment,Allocation,"Material assistance including IP phones, computers, petrol generators, antennas, and cables."
Slovenia,25.11.22,133.939,EUR,Humanitarian,Assistance,Allocation,"Slovenia Ministry of Foreign Affairs allocated 133,939 EUR for the construction of a habilitation home for 90 children and young people who have disabilities and are affected by the war"
Slovenia,05.12.22,100.000,EUR,Humanitarian,Equipment,Allocation,"Slovenia Ministry of Foreign Affairs gives 100,000 EUR in humanitarian assistance to help people survive the harsh winter."
Slovenia,30.12.22,580.000,EUR,Humanitarian,Equipment,Allocation,"Slovenia Ministry of Foreign Affairs has donated 580,000 EUR to provide three ambulances. Two are vehicle type b and are worth 210,000 EUR. These two have been delivered to Ukraine. The third is vehicle type c and is worth 370,000 EUR"
Slovenia,20.12.22,1.403.061,EUR,Humanitarian,Consolidation,Allocation,"According the Slovenia Ministry of Foreign Affairs, Slovenia has provided 4.3 million EUR in humanitarian aid since the beginning of Russian agression, as of December 30, 2022. We use this value as a benchmark and subtract from it all previous humanitarian package values in our dataset (SIH1-8). The missing humanitarian aid is worth approximately 1.4 million EUR."
Slovenia,15.06.23,228.405,EUR,Humanitarian,Equipment,Allocation,"The Slovenian government decided to send material aid to Ukraine through this EU mechanism, the estimated value of which, including transportation, amounts to 228,405 euros."
Slovenia,23.11.23,5.000.000,EUR,Humanitarian,Assistance,Allocation,Slovenia contributes EUR 5 million to a project which gives out grants for the reconstruction of infrastructure facilities
Slovenia,30.11.23,200.000,EUR,Humanitarian,Reconstruction,Allocation,"Slovenia contributed EUR 200,000 to Olena Zelenska Foundation for the reconstruction of a hospital in Izyum."
Slovenia,04.12.23,1.500.000,EUR,Humanitarian,Assistance,Allocation,Slovenia contributes EUR 1.5 million to humanitarian demining in Ukraine. Source of Aid 2 confirms this commitment from the Ukrainian side.
Slovenia,04.12.23,800.000,EUR,Humanitarian,Assistance,Allocation,"According to Source of Aid 1, Slovenia has contributed EUR 800,000 to Caritas Slovenia for ""reconstruction of public facilities for the most vulnerable groups, children and people with disabilities, food aid and psychosocial support for children"" in 2023."
Slovenia,09.12.23,750.000,EUR,Humanitarian,Equipment,Allocation,"Slovenia allocates 750,000 EUR for the purchase of two pieces of demining system Božena 4+, intended for humanitarian demining in Ukraine."
Slovenia,11.06.24,500.000,EUR,Humanitarian ,Contribution,Allocation,"According to Source of Aid 1, Slovenia allocates EUR 500.000 to International Committee of the Red Cross (ICRC) to address urgent humanitarian needs in the field of health and protection in Ukraine."
Slovenia,11.06.24,500.000,EUR,Humanitarian ,Contribution,Allocation,"According to Source of Aid 1, Slovenia allocates EUR 500.000 to the World Health Organisation (WHO) for emergency humanitarian assistance in the form of medicines and medical equipment."
Slovenia,11.06.24,300.000,EUR,Humanitarian ,Contribution,Allocation,"According to Source of Aid 1, Slovenia allocates EUR 300.000 to the Organisation of Economic Co-Operation and Development (OECD) Programme for Ukraine, which aims to develop Ukrainian institutions and administrations as the country draws closer to European integration."
Slovenia,11.06.24,2.700.000,EUR,Humanitarian ,Assistance,Allocation,"According to Source of Aid 1, Slovenia allocates 2.7 EUR million 'to implementing institutions, international development banks, and other partners for humanitarian demining projects, healthcare rehabilitation, psychosocial assistance, infrastructure reconstruction, etc.'. This is listed in Source of aid 2."
Slovenia,until 06/12/2024,1.200.000,EUR,Humanitarian ,Assistance,Allocation,"According to Source of Aid 1, Slovenia allocated 'approximately 1.2 million euros for multi-year humanitarian and development projects of demining, medical rehabilitation, psychosocial assistance and assistance in the reconstruction of Ukraine, which are carried out by Slovenian institutions and institutes of international development cooperation'."
Slovenia,04.10.24,500.000,EUR,Humanitarian,Equipment,Allocation,"State Secretary Melita Gabrič has signed an agreement with the WHO Regional Director for Europe, Hans Kluge, to provide 500,000 EUR in humanitarian aid to Ukraine, consisting of medicines and medical equipment."
Slovenia,until 6/14/2022,7.000.000,USD,Military,Weapons and equipment,Allocation,"Undisclosed number of rifles, ammunitions and helmets. The EU contribution of 450 million EUR + 50 million EUR, cited by ""Source of Aid 1"", is reported in EUM1. The military assistance worth 163,000 EUR and mentioned in ""Source of Aid 2"" is reported in SIH1. According to the Slovak minister of Foreign Affairs, Slovenia's military assistance to Ukraine amounts to 7 million EUR. We report the amount under the column ""Monetary Value as Given by Source"" and list all items found in ""Item"". According to the Slovak minister of Foreign Affairs (see ""Source of Aid 4""), Slovenia has also donated a total of 3,2 million EUR in humanitarian aid to Ukraine. This is in line with our narrative, since we count a total of 2,083 million EUR (SIH1-SIH5)  and discard the 1,1 million EUR promised to international organisations that are not explicitly active in Ukraine (2,083+ 1,1= 3,2)"
Slovenia,until 6/14/2022,7.000.000,USD,Military,Weapons and equipment,Allocation,"Undisclosed number of rifles, ammunitions and helmets. The EU contribution of 450 million EUR + 50 million EUR, cited by ""Source of Aid 1"", is reported in EUM1. The military assistance worth 163,000 EUR and mentioned in ""Source of Aid 2"" is reported in SIH1. According to the Slovak minister of Foreign Affairs, Slovenia's military assistance to Ukraine amounts to 7 million EUR. We report the amount under the column ""Monetary Value as Given by Source"" and list all items found in ""Item"". According to the Slovak minister of Foreign Affairs (see ""Source of Aid 4""), Slovenia has also donated a total of 3,2 million EUR in humanitarian aid to Ukraine. This is in line with our narrative, since we count a total of 2,083 million EUR (SIH1-SIH5)  and discard the 1,1 million EUR promised to international organisations that are not explicitly active in Ukraine (2,083+ 1,1= 3,2)"
Slovenia,15.03.24,1.000.000,EUR,Military,Funding for Weapon Acquisition Program,Allocation,"The Ministry of Defence (Aid 1) announced on its official twitter page that Slovenia will join Czech ammunition initiative, allocating EUR 1 million. Reliable media sources of Aid 2 and Aid 3 reported the same thing. "
Spain,26.02.22,150.000,EUR,Humanitarian,Equipment,Allocation,"Spain's Ministry of Foreign Affairs sent 20 tons of personal protective equipment and medical supplies worth 150,000 EUR (masks; gloves; medical protection suits; helmets; flak jackets; NBC protection waistcoats). The assistance falls within the framework of the EU Civil Protection Mechanism (UCPM). This mechanism organizes logistics for donations and covers some of the transportation cost. Thus, we do not include the 10,000 EUR spent in transport, cited by ""Source of Aid 1"", since this expense is covered by the EU Civil Protection Mechanism."
Spain,17.03.22,23.000.000,EUR,Humanitarian,Equipment,Allocation,"23 million EUR directed to Ukraine, which are part of a 31 million EUR humanitarian package allocated by the Ministry of Foreign Affairs, European Union and Cooperation. Of the 31 million EUR, 23 million EUR will go to Ukraine and 8 million EUR will go to the neighboring countries (20 tonnes of medication to Poland and 30 tonnes to Moldova). We do not include the 8 million EUR in our dataset, since this is not a flow directed to Ukraine. Moreover, Spain allocated 25 million EUR to various international organizations and 3 million EUR to Spanish NGOs. We only report 25 EUR million in the separate entry. "
Spain,17.03.22,25.000.000,EUR,Humanitarian,Assistance,Allocation,Spain allocated 25 million EUR to various international organizations and 3 million EUR to Spanish NGOs.
Spain,until 4/8/2022,1.161.542,EUR,Humanitarian,Equipment,Allocation,"""Source of Aid 1"" mentions that before Spain announced to send 50 tons to Ukraine (ESH5), the country provided a total of 19 tons in humanitarian aid, worth about 1,161,542 EUR. Among them are, according to the ""Sources of Aid 2 & 3"", 11 tons of medical material given by Autonomous Communities (a first-level political and administrative division which guarantees limited autonomy to the regions constituting Spain)."
Spain,11.01.23,4.500.000,EUR,Humanitarian,Contribution,Allocation,The Spanish Ministry for the Ecological Transition and the Demographic Challenge made a contribution of EUR 4.5 million to the Ukraine Energy Support Fund.
Spain,11.10.23,1.500.000,USD,Humanitarian,Equipment,Allocation,"According to Ukranian sources, Spanish Minister for Foreign Affairs, European Union and Cooperation announced that Spain will provide EUR 1.5 million in support of humanitarian demining in Ukraine."
Spain,27.05.24,15.000.000,EUR,Humanitarian,Contribution,Allocation,"On page 7 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 15 million to the reconstruction and recovery of Ukraine through the Special Program for Ukraine and Moldova Recovery (SPUR) of the World Bank. Sources 2 and 3 are offical press releases from the government and the Ministry of External affairs that reiterate this allocation."
Spain,27.05.24,1.500.000,EUR,Humanitarian,Contribution,Allocation,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 1.5 million to humanitarian demining activities conducted by the United Nations Development Program (UNDP) in Ukraine. Sources 2 and 3 are offical press releases from the government and the Ministry of External affairs that reiterate this allocation."
Spain,28.08.24,360.000,EUR,Humanitarian,Equipment,Allocation,"On August 28, 2024, The Minister for Foreign Affairs, European Union and Cooperation, José Manuel Albares announced that Spain is going to donate seven generators, worth a total of 360,000 euros."
Spain,28.06.22,118.360.000,EUR,Military,Equipment,Allocation,"According to the report on Spanish Exports of Defense Materials, Other Materials and Dual-Use Products and Technologies prepared by the Ministry of Industry, Commerce and Tourism, in the first half of 2022, it was exported to Ukraine material worth another 209.7 million euros. Since many items were not disclosed during this period, we report the difference in this entry. Among them, Spain provided 118 EUR million worth of ammunition for 155mm howitzers on 28 June.  Source of aid 2 specified that in 2022, Spain delivered 4272 rounds of ammunition for a 155mm howitzer; we divide them equally between two donations made in 2022. "
Spain,until 06/31/2022,47.666.935,EUR,Military,Consolidation,Allocation,"According to the report on Spanish Exports of Defense Materials, Other Materials and Dual-Use Products and Technologies prepared by the Ministry of Industry, Commerce and Tourism, in the first half of 2022, it was exported to Ukraine material worth another 209.7 million euros. Since many items were not disclosed during this period, we report the difference in this entry."
Spain,until 12/31/2022,12.804.714,EUR,Military,Consolidation,Allocation,"The Ministry of Industry, Commerce and Tourism reports that defense material for the value of 309 million euros was exported for the use of Ukraine's Armed forces in the whole of 2022 (Source 1). Pedro Sánchez, Prime Minister of Spain, announced  in January 2023 that Spain provided military support for 300 EUR million in 2022 (Source 3).  We subtract from this value the  military support already registered in 2022 for a vale of 297 million euros and report the difference of 13 million euros. "
Spain,until 6/31/2023,81.001.201,EUR,Military,Consolidation,Allocation,"The Ministry of Industry, Commerce and Tourism reports that defense material for the value of 102 million euros was exported for the use of Ukraine's Armed forces in the first semester of 2023 (Source 1). We subtract from this value the military support already registered in the first semester of 2023 for a vale of 21,7 million euros and report the difference of 81 million euros. "
Spain,27.05.24,952.100.000,EUR,Military,Budgetary appropriations,Commitment,"On page 2, Section II.1  of the  Agreement on Security Cooperation between Spain and Ukraine of 27 May 2024 (Source 1), Spain commits to provide EUR 1 billion in military support in 2024. Sources 2, 3 and 4 are press releases from the execuitves of each country and the Spain's Ministry of Foreing Affairs which announce the signature of the agreement and reiterate the commitment of  EUR 1 billion in military support. From  January 01 to May 01 2024, the military support recorded by the UST was EUR 47.9 million. By subtracting this amount of already allocated military aid, we arrive at a commitment of 952.1 million for May 01 to December 31 2024. This entry reports this new commitment of  EUR 952.1 million in military support for 2024."
Spain,27.05.24,1.500.000,EUR,Military,Equipment,Allocation,"On page 5 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain donates technological materials and means of transportation with a value of EUR 1.5 million. Sources 2 and 3 reiterate this allocation of security equipment  from the Ministry of the Interior. While the specific items are not detailed, the purpose of this donation, according to Source 1, is to enhance operational capabilities against serious security threats. This donation comes under the EUR 952.1 million commited in military aid for 2024. Therefore, we record this donation as an allocation of EUR 1.5 million in military aid under the commitment reported in entry ESM25. "
Spain,06.07.22,100.000.000,EUR,Financial,Guarantee,Allocation,"During the international Ukraine Recovery Conference in Lugano, Secretary of State of the Foreign Ministry for International Cooperation Pilar Cancela Rodríguez said that Spain might allocate EUR 250 million to Ukraine (Source of Aid 1). Source of Aid 2 specifies that 100 million euros from this package will be issued for the multi-donor fund of the World Bank, which provides direct financial support to the budget of Ukraine. Another parts of this package are reported in ESF2 (guarantee through EBRD) and ESF3 (World Bank's Peace Multi-Donor Trust Fund, intended to provide direct budget support to Ukraine)."
Spain,06.07.22,100.000.000,EUR,Financial,Guarantee,Allocation,"During the international Ukraine Recovery Conference in Lugano, Secretary of State of the Foreign Ministry for International Cooperation Pilar Cancela Rodríguez said that Spain might allocate EUR 250 million to Ukraine (Source of Aid 1). Source of Aid 2 specifies that 100 million euros from this package will be issued as guarantee for the European Bank for Reconstruction and Development (EBRD) of which EUR 50 million will allocated to the EBRD´s Crisis Response Special Fund (CRSF). Another parts of this package are reported in ESF1 (budget support trougth World Bank) and ESF3 (World Bank's Peace Multi-Donor Trust Fund, intended to provide direct budget support to Ukraine)."
Spain,06.07.22,49.700.000,EUR,Financial,Grant,Allocation,"During the international Ukraine Recovery Conference in Lugano, Secretary of State of the Foreign Ministry for International Cooperation Pilar Cancela Rodríguez said that Spain might allocate EUR 250 million to Ukraine (Source of Aid 1). Source of Aid 2 specifies that 50 million euros from this package will go to food security and cities. Another parts of this package are reported in  ESF1 (budget support through World Bank) and ESF2 (guarantee through EBRD)."
Spain,21.12.22,100.000.000,EUR,Financial,Guarantee,Allocation,"Spain gives the World Bank a EUR100 million guarantee to repair health infrastructures in Ukraine. Source of Aid 3 explicits that the maturity of the loan backed by this guarantee is 19 years, its maturity is 19 years, and its interest rate is composed of a reference floating rate (EURIBOR), plus a spread. Only the spread (1.01%) is reported in the interest rate column, since it is out of the scope of this dataset to take into account also reference rates."
Spain,13.04.23,100.000.000,EUR,Financial,Guarantee,Allocation,"Spain provides 100 EUR million in guarantees via European Bank for Reconstruction and Development (EBRD) to help Ukrainian towns and protect food security. In Source 3, EUR 5 million has been allocated to guarantee a loan to the Communal Enterprise ""Mykolayivvodokanal"" to rehabilitate the water supply and treatment infrastructure of the city of Mykolayiv. This project is within the EUR 4.5 billion Resilience and Livelihoods Framework (Source 4). 
"
Spain,13.07.23,70.000.000,EUR,Financial,Grant,Allocation,Spain contributes up to EUR 70 million to the newly established EU for Ukraine Fund. The Fund is run by the European Investement Bank. 
Spain,27.05.24,50.000.000,EUR,Financial,Loan,Allocation,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 50 million in concessional loans and a EUR 1 million grant to the World Bank's International Finance Corporation (IFC) to support the Ukrainian banking system and for co-investments in Ukrainian companies. Sources 2 and 3 are government press releases that reiterate this allocation of financial aid. In this entry, we record the allocation of EUR 50 million in concessional loans for financial aid to Ukraine."
Spain,27.05.24,1.000.000,EUR,Financial,Grant,Allocation,"On page 9 of the  Agreement on Security Cooperation of 27 May 2024 (Source 1), the government of Spain allocated EUR 50 million in concessional loans and a EUR 1 million grant to the World Bank's International Finance Corporation (IFC) to support the Ukrainian banking system and for co-investments in Ukrainian companies. Sources 2 and 3 are government press releases that reiterate this allocation of financial aid. In this entry, we record the allocation of a EUR 1 million grant for financial aid to Ukraine."
Sweden,until 5/4/2022,570.000.000,SEK,Humanitarian,Equipment,Allocation,"Following ""Source of Aid 1"", the official and continously updated Swedish aid overview page, Sweden has provided direct humanitarian aid to Ukraine worth 570 million SEK until May 4, 2022. Of this amount,we document 500 million EUR and 20 million EUR to support the International Committee of the Red Cross (ICRC) in Ukraine (both as of February 27). Furthermore, Sweden announced to assist Ukraine with equipment to secure the country's energy supply (April 22). We do not include the contribution of Sweden to UN organizations, including the Central Emergency Response Fund (CERF) and to the Red Cross Movement’s Disaster Relief Emergency Fund (DREF) (as listed in ""Source of Aid 1""), since those international organisations are not explicitly active in Ukraine."
Sweden,05.05.22,230.000.000,SEK,Humanitarian,Assistance,Allocation,"During the High-Level International Donor's Conference for Ukraine on May 5, 2022, Sweden announced to provide additional 230 million SEK, according to ""Source of Aid 1"", for humanitarian organisations active in Ukraine."
Sweden,02.06.22,100.000.000,SEK,Humanitarian,Equipment,Allocation,"As a part of the total package comprising 1 billion SEK, Sweden also announced to provide 100 million SEK for humanitarian purposes. According to ""Source of Aid 1"" this money is provided through the EU Civil Protection Mechanism on the one hand and to the UN on the other hand. As we cannot disentangle these two parts, we report the total sum. Note that SEM4 provides an overview of the remaining part of the package, comprising 900 million SEK."
Sweden,16.11.22,170.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish govenment committed additional humanitarian aid of SEK 720 million for this Winter aid package for various purposes. Source of aid 1 also mentions SEK 3 billion humanitarian aid that is covered in Donation ID SEM9. Not all of the humanitarian aid is intended for Ukraine. We only count SEK 170 million as bilateral aid to Ukraine (Nordic Environment Finance Corporation’s Ukraine Green Recovery Programme SEK 110 million, Ukrainian Red Cross SEK 50 million, Mine clearance through the Danish Refugee Council SEK 10 million) since the rest of the package does not benefit Ukraine directly. SEF4 covers the SEK 140 million through the World Bank."
Sweden,08.05.23,11.000.000,EUR,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, Sweden has committed EUR11 million in humanitarian aid to Ukraine in support to women and girls in Ukraine. "
Sweden,17.07.23,104.400.000,EUR,Humanitarian,Budgetary appropriations,Commitment,"2023 Recovery and Reform cooperation: The Swedish government has adopted a new strategy for Sweden’s recovery and reform cooperation with Ukraine for 2023–2027. The strategy will provide a total of approximately EUR 522 million. Source of Aid 1 mentions the areas of support, but not how much support per year is provided. To avoid large distortions due to the aid program working over 5 years, we split the total value into 5 equal parts until further information is given. Therefore, for 2023, we report 104.4 million SEK in recovery and reform cooperation."
Sweden,26.01.23,20.000.000,SEK,Humanitarian,Contribution,Allocation,This support aims to improve nuclear safety and electricity supply in Ukraine by funding the work of the International Atomic Energy Agency (IAEA). The support amounts to a total of SEK 20 million in 2023.
Sweden,24.02.23,300.000.000,SEK,Financial,Grant,Allocation,"SEK 300 million in energy support will go to the Ukraine Energy Support Fund, established by European Commissioner for Energy Kadri Simson in April 2022. The Fund complements other efforts to support Ukraine’s energy sector, by providing capital to energy companies that are unable to obtain the financial resources needed to purchase their most necessary procurements. Source of Aid 1 mentions another 220 million EUR, which go to different partner organizations, but not neccessarily directly to Ukraine. We therefore do not report this amount."
Sweden,24.02.23,60.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1 the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 60 million allocated to the International Committee of the Red Cross. "
Sweden,24.02.23,30.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 30 million allocated to the UN´s Country-based pooled fund."
Sweden,24.02.23,25.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 25 million allocated to the Norwedian Refugee council. "
Sweden,24.02.23,30.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 30 million allocated to Save the Children"
Sweden,24.02.23,35.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 35 million allocated to the World Food Programme (WFP)."
Sweden,24.02.23,20.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 20 million allocated to the United Nations High Commissioner for Refugees"
Sweden,24.02.23,20.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source of Aid 1, the Swedish Ministry of Foreign Affairs, Sweden allocated an additional SEK 520 million support to Ukraine, divided between SEK 220 million in Humanitarian operations distributed accross 7 organisations and SEK 300 million towards the Ukrainian Energy Fund (see SEF6). This entry corresponds to SEK 20 million allocated to the International RescueCommittee. "
Sweden,26.06.23,285.050.000,SEK,Humanitarian,Contribution,Allocation,"The Swedish government announced a new package of humanitarian and recovery support to Ukraine. From the total of 380 million SEK, we only count the aid that goes to Ukraine. This excludes 50 million SEK for the Swedish Civil Contingencies Agency and 45 million SEK for the Swedish National Board of Health and Welfare, bringing the donation value of this package to 285.05 million SEK. "
Sweden,12.12.23,75.000.000,SEK,Financial,Grant,Allocation,"As part of its 1.4 billion SEK 2023 winter package, the Swedish government has allocated SEK 75 million via UNESCO to construct shelters in schools and preschools in Ukraine. In Source of Aid 2, UNESCO's executive board details thet the contribution is allocated tp rehabilitate shelters and safety facilities in 15 kindergartens and 20 schools in Ukraine form January 2024 to December 2024. "
Sweden,12.12.23,25.000.000,SEK,Financial,Grant,Allocation,"As part of its 1.4 billion SEK 2023 winter package, the Swedish government has allocated SEK 25 million via the Swedish Civil Contingencies Agency. This support can be used to secure Ukraine’s heat supply through measures to reinforce physical infrastructure such as transformers, generators and electric cables, as well as repairs to equipment damaged in Russian attacks."
Sweden,17.07.23,104.400.000,EUR,Humanitarian,Budgetary appropriations,Commitment,"2024 Recovery and Reform cooperation:The Swedish government has adopted a new strategy for Sweden’s recovery and reform cooperation with Ukraine for 2023–2027. The strategy will provide a total of approximately EUR 522 million. Source of Aid 1 mentions the areas of support, but not how much support per year is provided. To avoid large distortions due to the aid program working over 5 years, we split the total value into 5 equal parts until further information is given."
Sweden,23.02.24,40.000.000,SEK,Humanitarian,Contribution,Allocation,"On February 23, 2024, the Swedish International Development Cooperation Agency (Sida) announced a contribution of SEK 40 million to the  International Committee of the Red Cross (ICRC) to support the humanitarian operations near the front line."
Sweden,23.02.24,34.000.000,SEK,Humanitarian,Contribution,Allocation,"On February 23, 2024, the Swedish International Development Cooperation Agency (Sida) announced a contribution of SEK 34 million to the Ukraine Humanitarian Fund (Source 1). This information is also confirmed in UNOCHA's mid-year report for 2024 (Source 2), which reports an equivalent amount in USD."
Sweden,12.04.24,300.000.000,SEK,Humanitarian,Assistance,Allocation,"According to Source 1, the Ministry of Foreign Affairs allocated SEK 300 million to Swedfund for investments in Ukrainian businesses. In the Spring amendment budget for 2024 (Sources 2 and 3) the Riksdag authorises a capital injection of a maximum of SEK 300 million to Swedfund for investment in Ukraine in 2024. These funds are drawn from Sweden’s international development cooperation, as set in the Strategy for Sweden’s reconstruction and reform cooperation with Ukraine 2023– 2027  (Source 4). This entry records an allocation of SEK 300 million to Swedfund under the commitment of international development cooperation registered in SEH9."
Sweden,22.05.24,30.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source 1, the Government of Sweden has allocated SEK 30 million from the development cooperation budget through the Swedish International Development Cooperation Agency (Sida) to Save the Children for child welfare and healthcare in Ukraine. Source 2 is a press release from Save The Children restating this allocation. This entry records an allocation of SEK 30 million to Save the Children under the commitment of international development cooperation registered in SEH9."
Sweden,22.05.24,105.000.000,SEK,Humanitarian,Contribution,Allocation,"According to Source 1, the Government of Sweden has allocated SEK 105 million from the development cooperation budget to UNICEF to strengthen child protection services in Ukraine and Moldova. Since the distribution of funds between both countries is not specified, we assume the upper bound and record it entirely as a contribution to Ukraine. This entry records an allocation of SEK 105 million to UNICEF under the commitment of international development cooperation registered in SEH9."
